Time(s),EKG(mV)
0,-0.069957971572875977
0.0050000000000000001,-0.06531815230846405
0.01,-0.062745809555053711
0.014999999999999999,-0.050509177148342133
0.02,-0.039306282997131348
0.025000000000000001,-0.03094017505645752
0.029999999999999999,-0.017405351623892784
0.035000000000000003,-0.0083420677110552788
0.040000000000000001,0.0035580000840127468
0.044999999999999998,0.0093758106231689453
0.050000000000000003,0.014256040565669537
0.055,0.015530189499258995
0.059999999999999998,0.016347568482160568
0.065000000000000002,0.01709282398223877
0.070000000000000007,0.018439095467329025
0.074999999999999997,0.018583338707685471
0.080000000000000002,0.015962919220328331
0.085000000000000006,0.012092391960322857
0.089999999999999997,0.004351337905973196
0.095000000000000001,-0.00096162164118140936
0.10000000000000001,-0.0083661079406738281
0.105,-0.013727148994803429
0.11,-0.025218527764081955
0.115,-0.036469500511884689
0.12,-0.058682959526777267
0.125,-0.075463257730007172
0.13,-0.099624000489711761
0.13500000000000001,-0.11318286508321762
0.14000000000000001,-0.1284005343914032
0.14499999999999999,-0.13525208830833435
0.14999999999999999,-0.14143049716949463
0.155,-0.14316141605377197
0.16,-0.14292101562023163
0.16500000000000001,-0.14169494807720184
0.17000000000000001,-0.14025251567363739
0.17499999999999999,-0.14058908820152283
0.17999999999999999,-0.14318546652793884
0.185,-0.14539718627929688
0.19,-0.14727234840393066
0.19500000000000001,-0.14674346148967743
0.20000000000000001,-0.14352202415466309
0.20499999999999999,-0.14063715934753418
0.20999999999999999,-0.13659834861755371
0.215,-0.13419429957866669
0.22,-0.12962660193443298
0.22500000000000001,-0.1247704029083252
0.23000000000000001,-0.11349539458751678
0.23499999999999999,-0.10371088981628418
0.23999999999999999,-0.08878171443939209
0.245,-0.081232987344264984
0.25,-0.077073976397514343
0.255,-0.079598233103752136
0.26000000000000001,-0.089286565780639648
0.26500000000000001,-0.097820959985256195
0.27000000000000002,-0.1113317459821701
0.27500000000000002,-0.12044310569763184
0.28000000000000003,-0.13460299372673035
0.28499999999999998,-0.14421920478343964
0.28999999999999998,-0.15732130408287048
0.29499999999999998,-0.16395649313926697
0.29999999999999999,-0.16946177184581757
0.30499999999999999,-0.17015895247459412
0.31,-0.16753852367401123
0.315,-0.16390840709209442
0.32000000000000001,-0.15700876712799072
0.32500000000000001,-0.15340268611907959
0.33000000000000002,-0.15489320456981659
0.33500000000000002,-0.16347567737102509
0.34000000000000002,-0.18696328997612
0.34499999999999997,-0.20292620360851288
0.34999999999999998,-0.20487348735332489
0.35499999999999998,-0.17648160457611084
0.35999999999999999,-0.074501633644104004
0.36499999999999999,0.028127431869506836
0.37,0.19828638434410095
0.375,0.29137134552001953
0.38,0.35082361102104187
0.38500000000000001,0.32260000705718994
0.39000000000000001,0.19124250113964081
0.39500000000000002,0.070943638682365417
0.40000000000000002,-0.10068178176879883
0.40500000000000003,-0.18198689818382263
0.40999999999999998,-0.23660700023174286
0.41499999999999998,-0.23547708988189697
0.41999999999999998,-0.20706117153167725
0.42499999999999999,-0.18737196922302246
0.42999999999999999,-0.17253896594047546
0.435,-0.17277936637401581
0.44,-0.18054446578025818
0.44500000000000001,-0.18576125800609589
0.45000000000000001,-0.18941542506217957
0.45500000000000002,-0.18881440162658691
0.46000000000000002,-0.1845351904630661
0.46500000000000002,-0.18037617206573486
0.46999999999999997,-0.17407755553722382
0.47499999999999998,-0.17107248306274414
0.47999999999999998,-0.169798344373703
0.48499999999999999,-0.17085611820220947
0.48999999999999999,-0.17294764518737793
0.495,-0.17299573123455048
0.5,-0.16946177184581757
0.505,-0.16501426696777344
0.51000000000000001,-0.15736937522888184
0.51500000000000001,-0.15287379920482635
0.52000000000000002,-0.14777719974517822
0.52500000000000002,-0.14503657817840576
0.53000000000000003,-0.14027655124664307
0.53500000000000003,-0.13580501079559326
0.54000000000000004,-0.12659749388694763
0.54500000000000004,-0.11904875934123993
0.55000000000000004,-0.10664384067058563
0.55500000000000005,-0.098397932946681976
0.56000000000000005,-0.087146960198879242
0.56499999999999995,-0.080800257623195648
0.56999999999999995,-0.07351597398519516
0.57499999999999996,-0.070126257836818695
0.57999999999999996,-0.066544219851493835
0.58499999999999996,-0.064308449625968933
0.58999999999999997,-0.05966862291097641
0.59499999999999997,-0.055413447320461273
0.59999999999999998,-0.048802297562360764
0.60499999999999998,-0.046229958534240723
0.60999999999999999,-0.048922501504421234
0.61499999999999999,-0.05642315000295639
0.62,-0.075511336326599121
0.625,-0.091450214385986328
0.63,-0.11551479995250702
0.63500000000000001,-0.12945830821990967
0.64000000000000001,-0.14539718627929688
0.64500000000000002,-0.15296995639801025
0.65000000000000002,-0.1616005152463913
0.65500000000000003,-0.16679327189922333
0.66000000000000003,-0.17527958750724792
0.66500000000000004,-0.18143396079540253
0.67000000000000004,-0.18999239802360535
0.67500000000000004,-0.19391100108623505
0.68000000000000005,-0.19532939791679382
0.68500000000000005,-0.19330999255180359
0.68999999999999995,-0.18778066337108612
0.69499999999999995,-0.18417458236217499
0.69999999999999996,-0.18097719550132751
0.70499999999999996,-0.18032810091972351
0.70999999999999996,-0.17979919910430908
0.71499999999999997,-0.17842888832092285
0.71999999999999997,-0.17359673976898193
0.72499999999999998,-0.16874055564403534
0.72999999999999998,-0.16008596122264862
0.73499999999999999,-0.15383541584014893
0.73999999999999999,-0.14397880434989929
0.745,-0.13712725043296814
0.75,-0.12710234522819519
0.755,-0.121404729783535
0.76000000000000001,-0.11594752967357635
0.76500000000000001,-0.11510610580444336
0.77000000000000002,-0.11837562173604965
0.77500000000000002,-0.1231837272644043
0.78000000000000003,-0.13275186717510223
0.78500000000000003,-0.13941109180450439
0.79000000000000004,-0.14748871326446533
0.79500000000000004,-0.15090247988700867
0.80000000000000004,-0.15347480773925781
0.80500000000000005,-0.1546047180891037
0.81000000000000005,-0.15734533965587616
0.81499999999999995,-0.1601099967956543
0.81999999999999995,-0.16410073637962341
0.82499999999999996,-0.16523063182830811
0.82999999999999996,-0.16369204223155975
0.83499999999999996,-0.16208133101463318
0.83999999999999997,-0.16489407420158386
0.84499999999999997,-0.17364482581615448
0.84999999999999998,-0.19626697897911072
0.85499999999999998,-0.21049897372722626
0.85999999999999999,-0.20804683864116669
0.86499999999999999,-0.17650565505027771
0.87,-0.073299609124660492
0.875,0.025410851463675499
0.88,0.18133780360221863
0.88500000000000001,0.26194572448730469
0.89000000000000001,0.30726215243339539
0.89500000000000002,0.27831733226776123
0.90000000000000002,0.16285061836242676
0.90500000000000003,0.061351459473371506
0.91000000000000003,-0.081545516848564148
0.91500000000000004,-0.15032550692558289
0.92000000000000004,-0.20124337077140808
0.92500000000000004,-0.20540237426757812
0.93000000000000005,-0.18754026293754578
0.93500000000000005,-0.17167350649833679
0.93999999999999995,-0.15436431765556335
0.94499999999999995,-0.14866670966148376
0.94999999999999996,-0.14534911513328552
0.95499999999999996,-0.14395475387573242
0.95999999999999996,-0.14102181792259216
0.96499999999999997,-0.13885816931724548
0.96999999999999997,-0.13693492114543915
0.97499999999999998,-0.13703107833862305
0.97999999999999998,-0.1383773535490036
0.98499999999999999,-0.13883411884307861
0.98999999999999999,-0.13681471347808838
0.995,-0.13304035365581512
1,-0.1246742457151413
1.0049999999999999,-0.11871218681335449
1.01,-0.11198084056377411
1.0149999999999999,-0.10981719195842743
1.02,-0.1092882975935936
1.0249999999999999,-0.10940849781036377
1.03,-0.10782182216644287
1.0349999999999999,-0.10496100038290024
1.04,-0.098397932946681976
1.0449999999999999,-0.093181133270263672
1.05,-0.084358260035514832
1.0549999999999999,-0.077314376831054688
1.0600000000000001,-0.064116120338439941
1.0649999999999999,-0.053730607032775879
1.0700000000000001,-0.037815771996974945
1.075,-0.028632283210754395
1.0800000000000001,-0.018751621246337891
1.085,-0.014760891906917095
1.0900000000000001,-0.011299054138362408
1.095,-0.0097604598850011826
1.1000000000000001,-0.0079333782196044922
1.105,-0.007140040397644043
1.1100000000000001,-0.0074525675736367702
1.115,-0.0093758106231689453
1.1200000000000001,-0.016083121299743652
1.125,-0.023776095360517502
1.1299999999999999,-0.040267907083034515
1.135,-0.053682528436183929
1.1399999999999999,-0.074669919908046722
1.145,-0.087603732943534851
1.1499999999999999,-0.1037830114364624
1.155,-0.11248569190502167
1.1599999999999999,-0.12354433536529541
1.165,-0.13020357489585876
1.1699999999999999,-0.1392187774181366
1.175,-0.14409899711608887
1.1799999999999999,-0.148546501994133
1.1850000000000001,-0.14921963214874268
1.1899999999999999,-0.14712810516357422
1.1950000000000001,-0.14450769126415253
1.2,-0.14092564582824707
1.2050000000000001,-0.13991594314575195
1.21,-0.14119009673595428
1.2150000000000001,-0.14330565929412842
1.22,-0.14621457457542419
1.2250000000000001,-0.14674346148967743
1.23,-0.14472405612468719
1.2350000000000001,-0.14203152060508728
1.24,-0.13741573691368103
1.2450000000000001,-0.13412217795848846
1.25,-0.12739083170890808
1.2549999999999999,-0.12041907012462616
1.26,-0.10556201636791229
1.2649999999999999,-0.094046592712402344
1.27,-0.079333782196044922
1.2749999999999999,-0.074189111590385437
1.28,-0.075823865830898285
1.2849999999999999,-0.082098446786403656
1.29,-0.094791851937770844
1.2949999999999999,-0.10282139480113983
1.3,-0.11222124099731445
1.3049999999999999,-0.11729379743337631
